Ticket_ID,Date_Created,Date_Closed,Agent_ID,Unit_ID,Priority,Resolution_Time_Hours,SLA_Status,Platform
T4521,2026-03-22 10:41:00,2026-03-22 11:38:36,A30,U05,Medium,0.96,Within SLA,Salesforce Flows
T4522,2026-03-20 14:43:00,2026-03-20 16:50:48,A22,U02,Medium,2.13,Out of SLA,Non-Salesforce Native
T4523,2026-02-23 11:31:00,2026-02-23 12:06:24,A42,U02,Low,0.59,Within SLA,Salesforce Core
T4524,2026-04-04 14:56:00,2026-04-04 18:40:24,A27,U02,Low,3.74,Out of SLA,Salesforce Core
T4525,2026-03-20 10:41:00,2026-03-20 10:41:00,A08,U03,Medium,0.0,Within SLA,Non-Salesforce Native
T4526,2026-01-22 09:34:00,2026-01-22 11:37:36,A13,U03,High,2.06,Within SLA,Non-Salesforce Native
T4527,2026-01-15 13:00:00,2026-01-15 16:47:24,A46,U01,Medium,3.79,Within SLA,Salesforce Core
T4528,2026-01-22 10:13:00,2026-01-22 10:55:36,A02,U02,Critical,0.71,Within SLA,Non-Salesforce Native
T4529,2026-02-15 17:05:00,2026-02-15 23:05:36,A41,U01,Low,6.01,Out of SLA,Salesforce Core
T4530,2026-04-20 12:40:00,2026-04-20 13:08:12,A07,U02,Low,0.47,Within SLA,Salesforce Core
T4531,2026-02-17 14:09:00,2026-02-17 14:51:00,A21,U01,High,0.7,Within SLA,Salesforce Core
T4532,2026-02-28 11:26:00,2026-02-28 12:54:12,A09,U04,High,1.47,Within SLA,Salesforce Flows
T4533,2026-02-22 11:20:00,2026-02-22 12:44:00,A27,U02,Medium,1.4,Within SLA,Non-Salesforce Native
T4534,2026-02-25 10:44:00,2026-02-25 11:15:12,A19,U04,Medium,0.52,Within SLA,Salesforce Flows
T4535,2026-02-02 14:54:00,2026-02-02 19:51:36,A06,U01,Medium,4.96,Out of SLA,Salesforce Core
T4536,2026-03-21 17:58:00,2026-03-21 18:16:36,A25,U05,Medium,0.31,Within SLA,Salesforce Flows
T4537,2026-03-15 14:23:00,2026-03-15 15:11:00,A38,U03,Medium,0.8,Within SLA,Non-Salesforce Native
T4538,2026-02-13 11:34:00,2026-02-13 11:55:36,A06,U01,Low,0.36,Within SLA,Salesforce Core
T4539,2026-04-02 16:31:00,2026-04-02 16:57:24,A26,U01,Medium,0.44,Within SLA,Salesforce Core
T4540,2026-03-26 14:50:00,2026-03-26 15:49:24,A03,U03,High,0.99,Within SLA,Non-Salesforce Native
T4541,2026-02-23 16:24:00,2026-02-23 17:30:36,A17,U02,High,1.11,Within SLA,Non-Salesforce Native
T4542,2026-02-26 09:16:00,2026-02-26 13:52:36,A30,U05,Medium,4.61,Within SLA,Salesforce Flows
T4543,2026-04-26 11:53:00,2026-04-26 14:23:36,A33,U03,Low,2.51,Within SLA,Non-Salesforce Native
T4544,2026-02-23 16:54:00,2026-02-23 17:55:12,A28,U03,High,1.02,Within SLA,Non-Salesforce Native
T4545,2026-03-22 16:53:00,2026-03-22 17:10:24,A44,U04,Low,0.29,Within SLA,Salesforce Flows
T4546,2026-01-16 08:54:00,2026-01-16 09:56:24,A31,U01,Medium,1.04,Within SLA,Salesforce Core
T4547,2026-01-21 09:07:00,2026-01-21 09:07:36,A42,U02,Low,0.01,Within SLA,Salesforce Core
T4548,2026-04-15 11:34:00,2026-04-15 14:16:36,A43,U03,High,2.71,Within SLA,Non-Salesforce Native
T4549,2026-02-20 15:42:00,2026-02-20 17:10:48,A24,U04,Low,1.48,Within SLA,Salesforce Flows
T4550,2026-01-02 17:22:00,2026-01-02 18:49:36,A15,U05,Low,1.46,Within SLA,Non-Salesforce Native
T4551,2026-03-23 08:14:00,2026-03-23 09:15:48,A12,U02,Medium,1.03,Within SLA,Non-Salesforce Native
T4552,2026-02-03 09:15:00,2026-02-03 11:54:00,A34,U04,Low,2.65,Within SLA,Salesforce Flows
T4553,2026-03-09 11:06:00,2026-03-09 11:51:00,A18,U03,Low,0.75,Within SLA,Non-Salesforce Native
T4554,2026-03-02 11:10:00,2026-03-02 13:04:00,A15,U05,Low,1.9,Within SLA,Salesforce Flows
T4555,2026-04-22 17:27:00,2026-04-22 17:46:48,A48,U03,Low,0.33,Within SLA,Non-Salesforce Native
T4556,2026-04-28 16:23:00,2026-04-28 16:40:24,A02,U02,High,0.29,Within SLA,Non-Salesforce Native
T4557,2026-01-14 16:35:00,2026-01-14 17:52:24,A36,U01,Low,1.29,Within SLA,Salesforce Core
T4558,2026-02-23 10:32:00,2026-02-23 13:36:48,A42,U02,High,3.08,Out of SLA,Non-Salesforce Native
T4559,2026-01-16 15:45:00,2026-01-16 18:10:48,A29,U04,Medium,2.43,Within SLA,Salesforce Flows
T4560,2026-02-03 11:29:00,2026-02-03 11:56:36,A35,U05,High,0.46,Within SLA,Salesforce Flows
T4561,2026-03-11 10:32:00,2026-03-11 11:11:36,A32,U02,Medium,0.66,Within SLA,Non-Salesforce Native
T4562,2026-01-23 17:59:00,2026-01-23 20:25:24,A31,U01,Low,2.44,Within SLA,Salesforce Core
T4563,2026-03-03 16:59:00,2026-03-03 17:41:36,A34,U04,Medium,0.71,Within SLA,Salesforce Flows
T4564,2026-03-25 13:54:00,2026-03-25 19:10:12,A17,U02,High,5.27,Out of SLA,Salesforce Core
T4565,2026-02-11 09:49:00,2026-02-11 15:16:36,A02,U02,Critical,5.46,Out of SLA,Salesforce Core
T4566,2026-02-16 13:54:00,2026-02-16 13:54:00,A25,U05,Medium,0.0,Within SLA,Non-Salesforce Native
T4567,2026-01-13 16:58:00,2026-01-13 17:40:00,A45,U05,High,0.7,Within SLA,Salesforce Flows
T4568,2026-02-12 17:22:00,2026-02-12 18:12:24,A15,U05,Low,0.84,Within SLA,Non-Salesforce Native
T4569,2026-01-16 10:40:00,2026-01-16 12:17:12,A47,U02,Low,1.62,Within SLA,Non-Salesforce Native
T4570,2026-03-10 08:21:00,2026-03-10 08:56:24,A39,U04,High,0.59,Within SLA,Salesforce Flows
T4571,2026-03-18 09:41:00,2026-03-18 10:22:24,A01,U01,Medium,0.69,Within SLA,Salesforce Core
T4572,2026-02-28 11:42:00,2026-02-28 16:59:24,A03,U03,Low,5.29,Within SLA,Non-Salesforce Native
T4573,2026-02-08 10:41:00,2026-02-08 11:25:24,A46,U01,Low,0.74,Within SLA,Salesforce Core
T4574,2026-01-23 08:06:00,2026-01-23 09:07:12,A26,U01,Medium,1.02,Within SLA,Salesforce Core
T4575,2026-02-15 13:30:00,2026-02-15 16:39:36,A29,U04,Medium,3.16,Within SLA,Salesforce Flows
T4576,2026-03-01 11:51:00,2026-03-01 13:41:24,A48,U03,Critical,1.84,Within SLA,Non-Salesforce Native
T4577,2026-03-05 14:09:00,2026-03-05 14:42:36,A39,U04,Low,0.56,Within SLA,Salesforce Flows
T4578,2026-04-28 09:16:00,2026-04-28 10:50:48,A11,U01,Low,1.58,Within SLA,Salesforce Core
T4579,2026-02-15 16:44:00,2026-02-15 17:01:24,A28,U03,Low,0.29,Within SLA,Non-Salesforce Native
T4580,2026-01-08 09:05:00,2026-01-08 10:11:00,A06,U01,High,1.1,Within SLA,Salesforce Core
T4581,2026-04-15 08:18:00,2026-04-15 09:24:36,A17,U02,Medium,1.11,Within SLA,Non-Salesforce Native
T4582,2026-03-19 08:53:00,2026-03-19 09:13:24,A16,U01,Medium,0.34,Within SLA,Salesforce Core
T4583,2026-04-08 15:43:00,2026-04-08 15:54:24,A21,U01,Low,0.19,Within SLA,Salesforce Core
T4584,2026-01-10 11:14:00,2026-01-10 11:44:00,A04,U04,High,0.5,Within SLA,Salesforce Flows
T4585,2026-04-06 13:03:00,2026-04-06 14:24:00,A41,U01,Low,1.35,Within SLA,Salesforce Core
T4586,2026-04-11 16:01:00,2026-04-11 18:52:00,A03,U03,High,2.85,Within SLA,Non-Salesforce Native
T4587,2026-03-10 17:27:00,2026-03-10 19:39:00,A15,U05,Medium,2.2,Within SLA,Salesforce Flows
T4588,2026-04-04 15:07:00,2026-04-04 15:37:36,A17,U02,Low,0.51,Within SLA,Salesforce Core
T4589,2026-02-27 15:47:00,2026-02-27 16:36:12,A49,U04,High,0.82,Within SLA,Salesforce Flows
T4590,2026-04-13 16:50:00,2026-04-13 17:28:24,A33,U03,Medium,0.64,Within SLA,Non-Salesforce Native
T4591,2026-03-11 14:24:00,2026-03-11 20:18:36,A38,U03,High,5.91,Within SLA,Non-Salesforce Native
T4592,2026-01-18 15:48:00,2026-01-18 16:09:36,A27,U02,Medium,0.36,Within SLA,Salesforce Core
T4593,2026-01-19 14:22:00,2026-01-19 14:23:12,A39,U04,High,0.02,Within SLA,Salesforce Flows
T4594,2026-04-17 09:34:00,2026-04-17 10:25:00,A20,U05,High,0.85,Within SLA,Salesforce Flows
T4595,2026-01-16 08:46:00,2026-01-16 13:32:12,A12,U02,Critical,4.77,Out of SLA,Salesforce Core
T4596,2026-04-17 08:02:00,2026-04-17 13:26:00,A48,U03,Medium,5.4,Within SLA,Non-Salesforce Native
T4597,2026-03-31 17:06:00,2026-03-31 19:57:36,A10,U05,Medium,2.86,Within SLA,Non-Salesforce Native
T4598,2026-01-31 13:16:00,2026-01-31 13:22:36,A20,U05,Medium,0.11,Within SLA,Non-Salesforce Native
T4599,2026-02-18 14:37:00,2026-02-18 15:18:24,A28,U03,Low,0.69,Within SLA,Non-Salesforce Native
T4600,2026-01-11 09:49:00,2026-01-11 10:29:48,A25,U05,Low,0.68,Within SLA,Salesforce Flows
T4601,2026-04-03 12:55:00,2026-04-03 14:33:24,A07,U02,Medium,1.64,Within SLA,Non-Salesforce Native
T4602,2026-04-01 17:10:00,2026-04-01 17:46:00,A46,U01,Medium,0.6,Within SLA,Salesforce Core
T4603,2026-01-16 13:34:00,2026-01-16 16:52:36,A48,U03,High,3.31,Within SLA,Non-Salesforce Native
T4604,2026-04-08 08:09:00,2026-04-08 08:25:12,A18,U03,High,0.27,Within SLA,Non-Salesforce Native
T4605,2026-01-03 11:23:00,2026-01-03 11:39:12,A03,U03,Low,0.27,Within SLA,Non-Salesforce Native
T4606,2026-03-14 11:21:00,2026-03-14 12:03:36,A31,U01,Medium,0.71,Within SLA,Salesforce Core
T4607,2026-03-14 17:42:00,2026-03-14 18:13:12,A02,U02,High,0.52,Within SLA,Salesforce Core
T4608,2026-01-22 11:13:00,2026-01-22 11:26:12,A34,U04,High,0.22,Within SLA,Salesforce Flows
T4609,2026-03-06 10:54:00,2026-03-06 12:16:48,A48,U03,High,1.38,Within SLA,Non-Salesforce Native
T4610,2026-03-02 12:54:00,2026-03-02 16:30:36,A47,U02,High,3.61,Out of SLA,Non-Salesforce Native
T4611,2026-04-14 08:33:00,2026-04-14 10:00:00,A44,U04,Medium,1.45,Within SLA,Salesforce Flows
T4612,2026-02-24 12:29:00,2026-02-24 14:30:12,A04,U04,High,2.02,Within SLA,Salesforce Flows
T4613,2026-04-19 17:54:00,2026-04-19 18:16:48,A02,U02,Medium,0.38,Within SLA,Non-Salesforce Native
T4614,2026-02-13 10:50:00,2026-02-13 11:00:12,A21,U01,Low,0.17,Within SLA,Salesforce Core
T4615,2026-01-02 15:44:00,2026-01-02 23:55:24,A27,U02,High,8.19,Out of SLA,Salesforce Core
T4616,2026-02-20 17:19:00,2026-02-20 17:40:36,A16,U01,Low,0.36,Within SLA,Salesforce Core
T4617,2026-03-21 12:27:00,2026-03-21 12:57:00,A18,U03,Low,0.5,Within SLA,Non-Salesforce Native
T4618,2026-04-08 08:44:00,2026-04-08 11:30:48,A07,U02,High,2.78,Out of SLA,Non-Salesforce Native
T4619,2026-01-21 08:27:00,2026-01-21 13:12:00,A32,U02,Low,4.75,Out of SLA,Non-Salesforce Native
T4620,2026-02-17 11:49:00,2026-02-17 13:31:00,A15,U05,Medium,1.7,Within SLA,Salesforce Flows
T4621,2026-02-02 14:38:00,2026-02-02 17:13:24,A12,U02,High,2.59,Out of SLA,Salesforce Core
T4622,2026-02-03 16:09:00,2026-02-03 18:32:24,A11,U01,High,2.39,Within SLA,Salesforce Core
T4623,2026-02-02 14:03:00,2026-02-02 19:15:00,A39,U04,Low,5.2,Within SLA,Salesforce Flows
T4624,2026-01-16 13:03:00,2026-01-16 15:02:24,A04,U04,Medium,1.99,Within SLA,Salesforce Flows
T4625,2026-03-27 13:16:00,2026-03-27 13:52:36,A45,U05,Medium,0.61,Within SLA,Non-Salesforce Native
T4626,2026-04-07 15:49:00,2026-04-07 16:07:00,A36,U01,Medium,0.3,Within SLA,Salesforce Core
T4627,2026-02-09 17:06:00,2026-02-09 19:55:48,A12,U02,Low,2.83,Out of SLA,Non-Salesforce Native
T4628,2026-02-16 08:21:00,2026-02-16 10:15:00,A18,U03,Medium,1.9,Within SLA,Non-Salesforce Native
T4629,2026-04-03 17:40:00,2026-04-03 19:48:24,A05,U05,Medium,2.14,Within SLA,Salesforce Flows
T4630,2026-04-28 11:31:00,2026-04-28 11:39:24,A19,U04,Low,0.14,Within SLA,Salesforce Flows
T4631,2026-02-15 16:55:00,2026-02-15 17:10:36,A44,U04,Medium,0.26,Within SLA,Salesforce Flows
T4632,2026-01-30 16:51:00,2026-01-30 17:48:00,A32,U02,Medium,0.95,Within SLA,Salesforce Core
T4633,2026-03-30 17:39:00,2026-03-30 18:01:48,A39,U04,Low,0.38,Within SLA,Salesforce Flows
T4634,2026-04-23 16:43:00,2026-04-23 16:44:12,A48,U03,High,0.02,Within SLA,Non-Salesforce Native
T4635,2026-04-18 16:45:00,2026-04-18 16:49:12,A45,U05,Low,0.07,Within SLA,Non-Salesforce Native
T4636,2026-03-03 16:34:00,2026-03-03 16:47:48,A29,U04,Low,0.23,Within SLA,Salesforce Flows
T4637,2026-04-03 10:19:00,2026-04-03 10:33:24,A37,U02,High,0.24,Within SLA,Non-Salesforce Native
T4638,2026-02-11 17:12:00,2026-02-11 19:28:12,A48,U03,Medium,2.27,Within SLA,Non-Salesforce Native
T4639,2026-02-26 11:45:00,2026-02-26 16:36:00,A49,U04,Medium,4.85,Within SLA,Salesforce Flows
T4640,2026-01-03 12:47:00,2026-01-03 13:19:24,A19,U04,Critical,0.54,Within SLA,Salesforce Flows
T4641,2026-03-23 16:22:00,2026-03-23 17:24:24,A40,U05,Medium,1.04,Within SLA,Salesforce Flows
T4642,2026-01-29 09:59:00,2026-01-29 11:29:00,A17,U02,Low,1.5,Within SLA,Salesforce Core
T4643,2026-04-17 11:38:00,2026-04-17 11:41:00,A30,U05,Medium,0.05,Within SLA,Salesforce Flows
T4644,2026-04-08 17:19:00,2026-04-08 17:59:12,A42,U02,Medium,0.67,Within SLA,Salesforce Core
T4645,2026-02-12 16:18:00,2026-02-12 16:49:12,A20,U05,Low,0.52,Within SLA,Non-Salesforce Native
T4646,2026-04-05 10:02:00,2026-04-05 17:47:00,A40,U05,Medium,7.75,Within SLA,Non-Salesforce Native
T4647,2026-02-21 15:37:00,2026-02-21 16:11:48,A34,U04,Medium,0.58,Within SLA,Salesforce Flows
T4648,2026-01-11 11:19:00,2026-01-11 11:41:48,A16,U01,High,0.38,Within SLA,Salesforce Core
T4649,2026-01-30 14:56:00,2026-01-30 19:29:36,A48,U03,Critical,4.56,Within SLA,Non-Salesforce Native
T4650,2026-04-28 13:40:00,2026-04-28 15:28:36,A21,U01,Medium,1.81,Within SLA,Salesforce Core
T4651,2026-02-04 13:39:00,2026-02-04 13:53:24,A06,U01,High,0.24,Within SLA,Salesforce Core
T4652,2026-01-27 12:02:00,2026-01-27 12:05:36,A49,U04,Low,0.06,Within SLA,Salesforce Flows
T4653,2026-01-30 13:18:00,2026-01-30 14:00:36,A31,U01,Low,0.71,Within SLA,Salesforce Core
T4654,2026-02-09 14:26:00,2026-02-09 14:35:36,A08,U03,Low,0.16,Within SLA,Non-Salesforce Native
T4655,2026-01-12 14:16:00,2026-01-12 14:19:36,A26,U01,Medium,0.06,Within SLA,Salesforce Core
T4656,2026-03-23 16:23:00,2026-03-23 21:44:36,A10,U05,Low,5.36,Within SLA,Non-Salesforce Native
T4657,2026-02-20 12:06:00,2026-02-20 17:02:24,A07,U02,Medium,4.94,Out of SLA,Salesforce Core
T4658,2026-03-12 13:05:00,2026-03-12 15:34:24,A13,U03,Medium,2.49,Within SLA,Non-Salesforce Native
T4659,2026-02-20 10:49:00,2026-02-20 12:21:24,A38,U03,Critical,1.54,Within SLA,Non-Salesforce Native
T4660,2026-01-20 14:53:00,2026-01-20 15:26:00,A15,U05,Low,0.55,Within SLA,Salesforce Flows
T4661,2026-02-26 13:49:00,2026-02-26 14:47:12,A49,U04,Low,0.97,Within SLA,Salesforce Flows
T4662,2026-01-21 08:58:00,2026-01-21 09:12:24,A36,U01,Medium,0.24,Within SLA,Salesforce Core
T4663,2026-04-03 13:13:00,2026-04-03 16:08:48,A02,U02,High,2.93,Out of SLA,Non-Salesforce Native
T4664,2026-01-18 08:44:00,2026-01-18 13:28:24,A28,U03,Medium,4.74,Within SLA,Non-Salesforce Native
T4665,2026-01-01 12:20:00,2026-01-01 15:00:48,A01,U01,Medium,2.68,Within SLA,Salesforce Core
T4666,2026-01-13 08:11:00,2026-01-13 09:51:48,A07,U02,High,1.68,Within SLA,Salesforce Core
T4667,2026-01-26 11:25:00,2026-01-26 11:28:00,A03,U03,Low,0.05,Within SLA,Non-Salesforce Native
T4668,2026-03-22 13:46:00,2026-03-22 15:00:24,A30,U05,Medium,1.24,Within SLA,Non-Salesforce Native
T4669,2026-04-16 14:10:00,2026-04-16 15:28:36,A15,U05,High,1.31,Within SLA,Salesforce Flows
T4670,2026-01-13 08:14:00,2026-01-13 09:51:48,A33,U03,High,1.63,Within SLA,Non-Salesforce Native
T4671,2026-04-29 13:22:00,2026-04-29 17:58:00,A36,U01,High,4.6,Out of SLA,Salesforce Core
T4672,2026-03-22 16:45:00,2026-03-22 18:09:00,A30,U05,Medium,1.4,Within SLA,Salesforce Flows
T4673,2026-03-24 14:36:00,2026-03-24 15:00:00,A03,U03,High,0.4,Within SLA,Non-Salesforce Native
T4674,2026-03-27 13:13:00,2026-03-27 15:11:48,A39,U04,Medium,1.98,Within SLA,Salesforce Flows
T4675,2026-02-22 10:40:00,2026-02-22 11:23:12,A08,U03,Medium,0.72,Within SLA,Non-Salesforce Native
T4676,2026-03-04 08:14:00,2026-03-04 09:49:24,A04,U04,Medium,1.59,Within SLA,Salesforce Flows
T4677,2026-02-19 14:46:00,2026-02-19 15:58:00,A03,U03,Low,1.2,Within SLA,Non-Salesforce Native
T4678,2026-04-26 15:15:00,2026-04-26 18:01:48,A16,U01,Medium,2.78,Within SLA,Salesforce Core
T4679,2026-02-02 17:01:00,2026-02-02 17:41:12,A39,U04,Low,0.67,Within SLA,Salesforce Flows
T4680,2026-01-15 14:44:00,2026-01-15 15:24:12,A42,U02,Medium,0.67,Within SLA,Non-Salesforce Native
T4681,2026-03-17 14:19:00,2026-03-17 15:10:00,A20,U05,Medium,0.85,Within SLA,Salesforce Flows
T4682,2026-01-07 15:39:00,2026-01-07 18:08:24,A30,U05,Low,2.49,Within SLA,Non-Salesforce Native
T4683,2026-01-18 09:15:00,2026-01-18 12:22:12,A05,U05,Medium,3.12,Within SLA,Salesforce Flows
T4684,2026-04-06 17:16:00,2026-04-06 18:14:12,A13,U03,Low,0.97,Within SLA,Non-Salesforce Native
T4685,2026-01-15 17:43:00,2026-01-15 17:48:24,A28,U03,High,0.09,Within SLA,Non-Salesforce Native
T4686,2026-02-04 13:09:00,2026-02-04 13:54:00,A11,U01,High,0.75,Within SLA,Salesforce Core
T4687,2026-04-11 14:53:00,2026-04-11 15:41:00,A44,U04,Medium,0.8,Within SLA,Salesforce Flows
T4688,2026-01-01 14:24:00,2026-01-01 17:49:12,A18,U03,Medium,3.42,Within SLA,Non-Salesforce Native
T4689,2026-03-08 17:58:00,2026-03-08 20:10:36,A43,U03,Low,2.21,Within SLA,Non-Salesforce Native
T4690,2026-03-19 15:54:00,2026-03-19 16:53:24,A06,U01,Medium,0.99,Within SLA,Salesforce Core
T4691,2026-03-16 09:23:00,2026-03-16 09:39:48,A10,U05,Low,0.28,Within SLA,Salesforce Flows
T4692,2026-01-16 15:43:00,2026-01-16 15:43:36,A31,U01,Critical,0.01,Within SLA,Salesforce Core
T4693,2026-01-01 10:41:00,2026-01-01 12:07:24,A25,U05,Low,1.44,Within SLA,Salesforce Flows
T4694,2026-02-07 12:48:00,2026-02-07 13:28:48,A50,U05,Medium,0.68,Within SLA,Non-Salesforce Native
T4695,2026-02-21 16:34:00,2026-02-21 18:06:24,A01,U01,Medium,1.54,Within SLA,Salesforce Core
T4696,2026-04-13 11:57:00,2026-04-13 12:25:12,A37,U02,Medium,0.47,Within SLA,Salesforce Core
T4697,2026-01-06 17:36:00,2026-01-06 19:07:48,A48,U03,High,1.53,Within SLA,Non-Salesforce Native
T4698,2026-01-06 17:52:00,2026-01-06 18:11:12,A33,U03,High,0.32,Within SLA,Non-Salesforce Native
T4699,2026-01-27 10:59:00,2026-01-27 18:23:36,A29,U04,Medium,7.41,Within SLA,Salesforce Flows
T4700,2026-02-03 12:41:00,2026-02-03 13:16:24,A01,U01,Low,0.59,Within SLA,Salesforce Core
T4701,2026-01-04 14:13:00,2026-01-04 14:50:48,A46,U01,Medium,0.63,Within SLA,Salesforce Core
T4702,2026-01-22 13:49:00,2026-01-22 14:17:12,A16,U01,Low,0.47,Within SLA,Salesforce Core
T4703,2026-04-30 13:24:00,2026-04-30 15:37:12,A42,U02,Low,2.22,Out of SLA,Salesforce Core
T4704,2026-01-20 09:06:00,2026-01-20 11:12:00,A32,U02,Medium,2.1,Out of SLA,Non-Salesforce Native
T4705,2026-03-19 09:20:00,2026-03-19 10:07:24,A04,U04,High,0.79,Within SLA,Salesforce Flows
T4706,2026-03-27 08:01:00,2026-03-27 08:23:12,A17,U02,Medium,0.37,Within SLA,Non-Salesforce Native
T4707,2026-03-17 16:22:00,2026-03-17 17:31:36,A50,U05,Low,1.16,Within SLA,Non-Salesforce Native
T4708,2026-02-11 16:02:00,2026-02-11 17:27:48,A25,U05,Low,1.43,Within SLA,Non-Salesforce Native
T4709,2026-01-08 12:10:00,2026-01-08 12:17:12,A42,U02,Low,0.12,Within SLA,Salesforce Core
T4710,2026-04-12 10:47:00,2026-04-12 11:00:12,A32,U02,Medium,0.22,Within SLA,Non-Salesforce Native
T4711,2026-04-06 09:11:00,2026-04-06 09:12:48,A08,U03,Low,0.03,Within SLA,Non-Salesforce Native
T4712,2026-03-19 09:08:00,2026-03-19 11:15:12,A44,U04,Low,2.12,Within SLA,Salesforce Flows
T4713,2026-02-08 17:16:00,2026-02-08 17:23:48,A26,U01,Low,0.13,Within SLA,Salesforce Core
T4714,2026-01-20 13:07:00,2026-01-20 17:50:48,A32,U02,Medium,4.73,Out of SLA,Non-Salesforce Native
T4715,2026-01-24 15:16:00,2026-01-24 16:15:24,A18,U03,Medium,0.99,Within SLA,Non-Salesforce Native
T4716,2026-02-17 09:15:00,2026-02-17 09:49:48,A16,U01,Medium,0.58,Within SLA,Salesforce Core
T4717,2026-02-02 15:54:00,2026-02-02 18:16:48,A20,U05,Medium,2.38,Within SLA,Non-Salesforce Native
T4718,2026-03-13 17:00:00,2026-03-13 23:55:48,A21,U01,Low,6.93,Out of SLA,Salesforce Core
T4719,2026-02-15 17:59:00,2026-02-15 18:12:12,A48,U03,Low,0.22,Within SLA,Non-Salesforce Native
T4720,2026-02-09 14:10:00,2026-02-09 20:31:00,A21,U01,Low,6.35,Out of SLA,Salesforce Core
T4721,2026-01-15 13:55:00,2026-01-15 14:39:24,A10,U05,Low,0.74,Within SLA,Non-Salesforce Native
T4722,2026-02-26 10:07:00,2026-02-26 13:25:00,A28,U03,Low,3.3,Within SLA,Non-Salesforce Native
T4723,2026-02-21 12:53:00,2026-02-21 14:41:36,A47,U02,Medium,1.81,Within SLA,Salesforce Core
T4724,2026-02-03 09:32:00,2026-02-03 10:26:36,A09,U04,Low,0.91,Within SLA,Salesforce Flows
T4725,2026-02-23 08:08:00,2026-02-23 08:08:36,A40,U05,Low,0.01,Within SLA,Non-Salesforce Native
T4726,2026-03-28 11:02:00,2026-03-28 12:21:48,A15,U05,Medium,1.33,Within SLA,Salesforce Flows
T4727,2026-01-23 10:29:00,2026-01-23 13:19:24,A45,U05,Low,2.84,Within SLA,Non-Salesforce Native
T4728,2026-04-06 16:06:00,2026-04-06 17:09:36,A39,U04,Medium,1.06,Within SLA,Salesforce Flows
T4729,2026-02-13 15:15:00,2026-02-13 18:44:24,A41,U01,Low,3.49,Within SLA,Salesforce Core
T4730,2026-01-29 12:04:00,2026-01-29 14:05:12,A30,U05,Medium,2.02,Within SLA,Non-Salesforce Native
T4731,2026-01-13 10:48:00,2026-01-13 12:36:00,A25,U05,Medium,1.8,Within SLA,Non-Salesforce Native
T4732,2026-03-23 11:33:00,2026-03-23 11:52:12,A07,U02,Low,0.32,Within SLA,Non-Salesforce Native
T4733,2026-01-11 09:26:00,2026-01-11 11:46:24,A21,U01,High,2.34,Within SLA,Salesforce Core
T4734,2026-02-10 08:16:00,2026-02-10 09:02:48,A49,U04,Medium,0.78,Within SLA,Salesforce Flows
T4735,2026-04-14 14:14:00,2026-04-14 14:45:12,A33,U03,Critical,0.52,Within SLA,Non-Salesforce Native
T4736,2026-03-10 13:42:00,2026-03-10 15:09:00,A32,U02,Medium,1.45,Within SLA,Non-Salesforce Native
T4737,2026-01-05 08:32:00,2026-01-05 10:13:24,A27,U02,Medium,1.69,Within SLA,Salesforce Core
T4738,2026-04-05 13:01:00,2026-04-05 13:26:48,A13,U03,High,0.43,Within SLA,Non-Salesforce Native
T4739,2026-01-26 12:01:00,2026-01-26 13:08:48,A40,U05,Medium,1.13,Within SLA,Salesforce Flows
T4740,2026-03-21 16:41:00,2026-03-21 18:38:36,A05,U05,High,1.96,Within SLA,Salesforce Flows
T4741,2026-02-17 15:46:00,2026-02-17 17:28:36,A09,U04,High,1.71,Within SLA,Salesforce Flows
T4742,2026-04-10 10:23:00,2026-04-10 11:47:36,A04,U04,Low,1.41,Within SLA,Salesforce Flows
T4743,2026-04-25 10:09:00,2026-04-25 10:14:24,A12,U02,Medium,0.09,Within SLA,Non-Salesforce Native
T4744,2026-01-24 08:29:00,2026-01-24 11:15:48,A15,U05,Medium,2.78,Within SLA,Salesforce Flows
T4745,2026-01-16 12:14:00,2026-01-16 12:30:12,A05,U05,Low,0.27,Within SLA,Non-Salesforce Native
T4746,2026-01-07 16:21:00,2026-01-07 18:43:48,A48,U03,Low,2.38,Within SLA,Non-Salesforce Native
T4747,2026-01-13 17:08:00,2026-01-13 17:11:00,A05,U05,High,0.05,Within SLA,Non-Salesforce Native
T4748,2026-03-09 12:21:00,2026-03-09 12:56:24,A36,U01,High,0.59,Within SLA,Salesforce Core
T4749,2026-01-25 15:16:00,2026-01-25 15:41:12,A18,U03,High,0.42,Within SLA,Non-Salesforce Native
T4750,2026-02-26 08:22:00,2026-02-26 08:26:12,A12,U02,Medium,0.07,Within SLA,Salesforce Core
T4751,2026-04-14 10:48:00,2026-04-14 12:12:36,A25,U05,Low,1.41,Within SLA,Salesforce Flows
T4752,2026-04-19 13:37:00,2026-04-19 15:01:36,A14,U04,Low,1.41,Within SLA,Salesforce Flows
T4753,2026-01-18 17:05:00,2026-01-18 18:04:24,A10,U05,High,0.99,Within SLA,Non-Salesforce Native
T4754,2026-04-22 16:43:00,2026-04-22 18:13:36,A44,U04,Medium,1.51,Within SLA,Salesforce Flows
T4755,2026-02-06 13:28:00,2026-02-06 14:22:36,A32,U02,Low,0.91,Within SLA,Salesforce Core
T4756,2026-01-18 10:43:00,2026-01-18 13:38:12,A02,U02,Low,2.92,Out of SLA,Non-Salesforce Native
